BLUEPRINTTYPEID;PARENTBLUEPRINTTYPEID;PRODUCTTYPEID;PRODUCTIONTIME;TECHLEVEL;RESEARCHPRODUCTIVITYTIME;RESEARCHMATERIALTIME;RESEARCHCOPYTIME;RESEARCHTECHTIME;PRODUCTIVITYMODIFIER;MATERIALMODIFIER;WASTEFACTOR;MAXPRODUCTIONLIMIT
29090;;29089;750;2;100000;100000;7500000;90000;150;5;10;1000
29092;;29091;750;2;100000;100000;7500000;90000;150;5;10;1000
29094;;29093;750;2;100000;100000;7500000;90000;150;5;10;1000
29096;;29095;750;2;100000;100000;7500000;90000;150;5;10;1000
29098;;29097;750;2;100000;100000;7500000;90000;150;5;10;1000
29100;;29099;750;2;100000;100000;7500000;90000;150;5;10;1000
29102;;29101;750;2;100000;100000;7500000;90000;150;5;10;1000
29104;;29103;750;2;100000;100000;7500000;90000;150;5;10;1000
29106;;29105;750;2;100000;100000;7500000;90000;150;5;10;1000
29108;;29107;750;2;100000;100000;7500000;90000;150;5;10;1000
29110;;29109;750;2;100000;100000;7500000;90000;150;5;10;1000
29204;;29202;60;1;120;120;120;120;5;5;5;1
29227;;29226;480;1;120;120;120;120;5;5;5;1000
29249;;29248;6000;1;120000;120000;120000;90000;1200;5;10;30
29267;;29266;6000;1;120000;120000;120000;1200000;1200;5;10;1000
29329;;29328;6000;1;120000;120000;120000;1200000;1200;5;10;1000
29331;;29330;6000;1;120000;120000;120000;1200000;1200;5;10;1000
29333;;29332;6000;1;120000;120000;120000;1200000;1200;5;10;1000
29335;;29334;6000;1;120000;120000;120000;1200000;1200;5;10;1000
29338;;29337;12000;1;240000;240000;240000;2400000;2400;5;10;15
29339;;29336;12000;1;240000;240000;240000;180000;2400;5;10;15
29341;;29340;12000;1;240000;240000;240000;180000;2400;5;10;15
29345;;29344;12000;1;240000;240000;240000;180000;2400;5;10;15
29985;;29984;160000;3;960000;640000;1600000;2400000;32000;5;0;20
29987;;29986;160000;3;960000;640000;1600000;2400000;32000;5;0;20
29989;;29988;160000;3;960000;640000;1600000;2400000;32000;5;0;20
29991;;29990;160000;3;960000;640000;1600000;2400000;32000;5;0;20
29993;;29992;600;3;20000;10000;1500000;1000000;60;5;10;1000
29995;;29994;600;3;20000;10000;1500000;1000000;60;5;10;1000
29997;;29996;600;3;20000;10000;1500000;1000000;60;5;10;1000
30003;;30002;600;3;20000;10000;1500000;1000000;60;5;10;1000
30009;;30008;600;3;20000;10000;1500000;1000000;60;5;10;1000
30014;;30013;120;1;2400;2400;2400;24000;24;5;5;1000
30029;;30028;120;1;2400;2400;2400;24000;24;5;5;1500
30037;;30036;1200;3;24000;24000;600000;90000;1200;5;0;1000
30039;;30038;1200;3;24000;24000;600000;90000;1200;5;0;1000
30041;;30040;1200;3;24000;24000;600000;90000;1200;5;0;1000
30043;;30042;1200;3;24000;24000;600000;90000;1200;5;0;1000
30047;;30046;1200;3;24000;24000;600000;90000;1200;5;0;1000
30049;;30048;1200;3;24000;24000;600000;90000;1200;5;0;1000
30051;;30050;1200;3;24000;24000;600000;90000;1200;5;0;1000
30053;;30052;1200;3;24000;24000;600000;90000;1200;5;0;1000
30057;;30056;1200;3;24000;24000;600000;90000;1200;5;0;1000
30059;;30058;1200;3;24000;24000;600000;90000;1200;5;0;1000
30061;;30060;1200;3;24000;24000;600000;90000;1200;5;0;1000
30063;;30062;1200;3;24000;24000;600000;90000;1200;5;0;1000
30067;;30066;1200;3;24000;24000;600000;90000;1200;5;0;1000
30069;;30068;1200;3;24000;24000;600000;90000;1200;5;0;1000
30071;;30070;1200;3;24000;24000;600000;90000;1200;5;0;1000
30073;;30072;1200;3;24000;24000;600000;90000;1200;5;0;1000
30077;1071;30076;1200;3;12000;12000;12000;9000;120;5;0;1000
30079;1071;30078;1200;3;12000;12000;12000;9000;120;5;0;1000
30081;1071;30080;1200;3;12000;12000;12000;9000;120;5;0;1000
30083;1071;30082;1200;3;12000;12000;12000;9000;120;5;0;1000
30087;1071;30086;1200;3;12000;12000;12000;9000;120;5;0;1000
30089;1071;30088;1200;3;12000;12000;12000;9000;120;5;0;1000
30091;1071;30090;1200;3;12000;12000;12000;9000;120;5;0;1000
30093;1071;30092;1200;3;12000;12000;12000;9000;120;5;0;1000
30097;1071;30096;1200;3;12000;12000;12000;9000;120;5;0;1000
30099;1071;30098;1200;3;12000;12000;12000;9000;120;5;0;1000
30101;1071;30100;1200;3;12000;12000;12000;9000;120;5;0;1000
30103;1071;30102;1200;3;12000;12000;12000;9000;120;5;0;1000
30107;1071;30106;1200;3;12000;12000;12000;9000;120;5;0;1000
30109;1071;30108;1200;3;12000;12000;12000;9000;120;5;0;1000
30111;1071;30110;1200;3;12000;12000;12000;9000;120;5;0;1000
30113;1071;30112;1200;3;12000;12000;12000;9000;120;5;0;1000
30140;;30139;1200;3;12000;12000;12000;9000;120;5;0;1000
30142;;30141;1200;3;12000;12000;12000;9000;120;5;0;1000
30144;;30143;1200;3;12000;12000;12000;9000;120;5;0;1000
30146;;30145;1200;3;12000;12000;12000;9000;120;5;0;1000
30150;;30149;1200;3;12000;12000;12000;9000;120;5;0;1000
30152;;30151;1200;3;12000;12000;12000;9000;120;5;0;1000
30154;;30153;1200;3;12000;12000;12000;9000;120;5;0;1000
30156;;30155;1200;3;12000;12000;12000;9000;120;5;0;1000
30160;;30159;1200;3;12000;12000;12000;9000;120;5;0;1000
30162;;30161;1200;3;12000;12000;12000;9000;120;5;0;1000
30164;;30163;1200;3;12000;12000;12000;9000;120;5;0;1000
30166;;30165;1200;3;12000;12000;12000;9000;120;5;0;1000
30170;;30169;1200;3;12000;12000;12000;9000;120;5;0;1000
30172;;30171;1200;3;12000;12000;12000;9000;120;5;0;1000
30174;;30173;1200;3;12000;12000;12000;9000;120;5;0;1000
30176;;30175;1200;3;12000;12000;12000;9000;120;5;0;1000
30227;;29964;1200;3;120;120;120;120;5;5;0;1000
30228;;29965;1200;3;120;120;120;120;5;5;0;1000
30229;;29966;1200;3;120;120;120;120;5;5;0;1000
30230;;29967;1200;3;120;120;120;120;5;5;0;1000
30232;;29969;1200;3;120;120;120;120;5;5;0;1000
30233;;29970;1200;3;120;120;120;120;5;5;0;1000
30234;;29971;1200;3;120;120;120;120;5;5;0;1000
30235;;29972;1200;3;120;120;120;120;5;5;0;1000
30237;;29979;1200;3;120;120;120;120;5;5;0;1000
30238;;29980;1200;3;120;120;120;120;5;5;0;1000
30239;;29981;1200;3;120;120;120;120;5;5;0;1000
30240;;29982;1200;3;120;120;120;120;5;5;0;1000
30242;;29974;1200;3;120;120;120;120;5;5;0;1000
30243;;29975;1200;3;120;120;120;120;5;5;0;1000
30244;;29976;1200;3;120;120;120;120;5;5;0;1000
30245;;29977;1200;3;120;120;120;120;5;5;0;1000
30329;;30328;600;1;12000;12000;12000;9000;120;5;10;1000
30343;;30342;600;1;12000;12000;12000;9000;120;5;10;1000
30387;;30386;72000;1;36000;36000;96000;96000;14400;5;10;1000
30392;;30117;1200;3;120;120;120;120;5;5;0;1000
30393;;30118;1200;3;120;120;120;120;5;5;0;1000
30394;;30119;1200;3;120;120;120;120;5;5;0;1000
30395;;30120;1200;3;120;120;120;120;5;5;0;1000
30397;;30122;1200;3;120;120;120;120;5;5;0;1000
30398;;30123;1200;3;120;120;120;120;5;5;0;1000
30399;;30124;1200;3;120;120;120;120;5;5;0;1000
30400;;30125;1200;3;120;120;120;120;5;5;0;1000
30402;;30127;1200;3;120;120;120;120;5;5;0;1000
30403;;30128;1200;3;120;120;120;120;5;5;0;1000
30404;;30129;1200;3;120;120;120;120;5;5;0;1000
30405;;30130;1200;3;120;120;120;120;5;5;0;1000
30407;;30132;1200;3;120;120;120;120;5;5;0;1000
30408;;30133;1200;3;120;120;120;120;5;5;0;1000
30409;;30134;1200;3;120;120;120;120;5;5;0;1000
30410;;30135;1200;3;120;120;120;120;5;5;0;1000
30421;;30420;600;1;12000;12000;12000;9000;120;5;10;1000
30423;;30422;600;1;12000;12000;12000;9000;120;5;10;1000
30425;;30424;600;1;12000;12000;12000;9000;120;5;10;1000
30465;;30464;600;3;20000;10000;1500000;1000000;60;5;10;1000
30467;;30466;600;3;20000;10000;1500000;1000000;60;5;10;1000
30471;;30470;600;3;20000;10000;1500000;1000000;60;5;10;1000
30475;;30474;600;3;20000;10000;1500000;1000000;60;5;10;1000
30477;;30476;600;3;20000;10000;1500000;1000000;60;5;10;1000
30479;;30478;600;3;20000;10000;1500000;1000000;60;5;10;1000
30833;;30832;8000;2;24000;24000;800000;120000;1600;5;10;100
30835;;30834;8000;2;24000;24000;800000;120000;1600;5;10;100
30837;;30836;8000;2;24000;24000;800000;120000;1600;5;10;100
30840;;30839;600;1;12000;12000;12000;9000;120;5;10;1000
30843;;30842;2000;1;120000;120000;120000;90000;400;5;10;1000
30988;;30987;1500;1;30000;30000;30000;22500;300;5;10;300
30994;;30993;12000;1;240000;240000;240000;180000;2400;5;10;300
30998;;30997;1500;1;30000;30000;30000;22500;300;5;10;300
31000;;30999;3000;1;60000;60000;60000;45000;600;5;10;300
31002;;31001;12000;1;240000;240000;240000;180000;2400;5;10;300
31004;;31003;7500;2;150000;150000;150000;112500;1500;5;10;10
31006;;31005;15000;2;300000;300000;300000;225000;3000;5;10;10
31008;;31007;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31010;;31009;1500;1;30000;30000;30000;22500;300;5;10;300
31012;;31011;3000;1;60000;60000;60000;45000;600;5;10;300
31014;;31013;12000;1;240000;240000;240000;180000;2400;5;10;300
31016;;31015;7500;2;150000;150000;150000;112500;1500;5;10;10
31018;;31017;15000;2;300000;300000;300000;225000;3000;5;10;10
31020;;31019;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31022;;31021;1500;1;30000;30000;30000;22500;300;5;10;300
31024;;31023;3000;1;60000;60000;60000;45000;600;5;10;300
31026;;31025;12000;1;240000;240000;240000;180000;2400;5;10;300
31028;;31027;7500;2;150000;150000;150000;112500;1500;5;10;10
31030;;31029;15000;2;300000;300000;300000;225000;3000;5;10;10
31032;;31031;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31034;;31033;1500;1;30000;30000;30000;22500;300;5;10;300
31036;;31035;3000;1;60000;60000;60000;45000;600;5;10;300
31038;;31037;12000;1;240000;240000;240000;180000;2400;5;10;300
31040;;31039;7500;2;150000;150000;150000;112500;1500;5;10;10
31042;;31041;15000;2;300000;300000;300000;225000;3000;5;10;10
31044;;31043;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31046;;31045;1500;1;30000;30000;30000;22500;300;5;10;300
31048;;31047;3000;1;60000;60000;60000;45000;600;5;10;300
31050;;31049;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31052;;31051;7500;2;150000;150000;150000;112500;1500;5;10;10
31054;;31053;15000;2;300000;300000;300000;225000;3000;5;10;10
31056;;31055;3000;1;60000;60000;60000;45000;600;5;10;300
31058;;31057;7500;2;150000;150000;150000;112500;1500;5;10;10
31060;;31059;15000;2;300000;300000;300000;225000;3000;5;10;10
31062;;31061;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31064;;31063;1500;1;30000;30000;30000;22500;300;5;10;300
31066;;31065;3000;1;60000;60000;60000;45000;600;5;10;300
31068;;31067;12000;1;240000;240000;240000;180000;2400;5;10;300
31070;;31069;7500;2;150000;150000;150000;112500;1500;5;10;10
31072;;31071;15000;2;300000;300000;300000;225000;3000;5;10;10
31074;;31073;3000;1;60000;60000;60000;45000;600;5;10;300
31076;;31075;12000;1;240000;240000;240000;180000;2400;5;10;300
31078;;31077;7500;2;150000;150000;150000;112500;1500;5;10;10
31080;;31079;15000;2;300000;300000;300000;225000;3000;5;10;10
31082;;31081;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31084;;31083;1500;1;30000;30000;30000;22500;300;5;10;300
31086;;31085;3000;1;60000;60000;60000;45000;600;5;10;300
31088;;31087;12000;1;240000;240000;240000;180000;2400;5;10;300
31090;;31089;7500;2;150000;150000;150000;112500;1500;5;10;10
31092;;31091;15000;2;300000;300000;300000;225000;3000;5;10;10
31094;;31093;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31106;;31105;1500;1;30000;30000;30000;22500;300;5;10;300
31108;;31107;3000;1;60000;60000;60000;45000;600;5;10;300
31110;;31109;12000;1;240000;240000;240000;180000;2400;5;10;300
31112;;31111;7500;2;150000;150000;150000;112500;1500;5;10;10
31114;;31113;15000;2;300000;300000;300000;225000;3000;5;10;10
31116;;31115;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31118;;31117;1500;1;30000;30000;30000;22500;300;5;10;300
31120;;31119;3000;1;60000;60000;60000;45000;600;5;10;300
31122;;31121;12000;1;240000;240000;240000;180000;2400;5;10;300
31124;;31123;7500;2;150000;150000;150000;112500;1500;5;10;10
31126;;31125;15000;2;300000;300000;300000;225000;3000;5;10;10
31128;;31127;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31130;;31129;1500;1;30000;30000;30000;22500;300;5;10;300
31132;;31131;3000;1;60000;60000;60000;45000;600;5;10;300
31134;;31133;12000;1;240000;240000;240000;180000;2400;5;10;300
31136;;31135;7500;2;150000;150000;150000;112500;1500;5;10;10
31138;;31137;15000;2;300000;300000;300000;225000;3000;5;10;10
31140;;31139;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31142;;31141;1500;1;30000;30000;30000;22500;300;5;10;300
31144;;31143;3000;1;60000;60000;60000;45000;600;5;10;300
31146;;31145;12000;1;240000;240000;240000;180000;2400;5;10;300
31148;;31147;7500;2;150000;150000;150000;112500;1500;5;10;10
31150;;31149;15000;2;300000;300000;300000;225000;3000;5;10;10
31152;;31151;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31154;;31153;1500;1;30000;30000;30000;22500;300;5;10;300
31156;;31155;3000;1;60000;60000;60000;45000;600;5;10;300
31158;;31157;12000;1;240000;240000;240000;180000;2400;5;10;300
31160;;31159;1500;1;30000;30000;30000;22500;300;5;10;300
31162;;31161;3000;1;60000;60000;60000;45000;600;5;10;300
31164;;31163;12000;1;240000;240000;240000;180000;2400;5;10;300
31166;;31165;7500;2;150000;150000;150000;112500;1500;5;10;10
31168;;31167;15000;2;300000;300000;300000;225000;3000;5;10;10
31170;;31169;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31172;;31171;7500;2;150000;150000;150000;112500;1500;5;10;10
31174;;31173;15000;2;300000;300000;300000;225000;3000;5;10;10
31176;;31175;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31178;;31177;1500;1;30000;30000;30000;22500;300;5;10;300
31180;;31179;3000;1;60000;60000;60000;45000;600;5;10;300
31182;;31181;12000;1;240000;240000;240000;180000;2400;5;10;300
31184;;31183;7500;2;150000;150000;150000;112500;1500;5;10;10
31186;;31185;15000;2;300000;300000;300000;225000;3000;5;10;10
31188;;31187;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31190;;31189;1500;1;30000;30000;30000;22500;300;5;10;300
31192;;31191;3000;1;60000;60000;60000;45000;600;5;10;300
31194;;31193;12000;1;240000;240000;240000;180000;2400;5;10;300
31196;;31195;7500;2;150000;150000;150000;112500;1500;5;10;10
31198;;31197;15000;2;300000;300000;300000;225000;3000;5;10;10
31200;;31199;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31202;;31201;1500;1;30000;30000;30000;22500;300;5;10;300
31204;;31203;3000;1;60000;60000;60000;45000;600;5;10;300
31206;;31205;12000;1;240000;240000;240000;180000;2400;5;10;300
31208;;31207;7500;2;150000;150000;150000;112500;1500;5;10;10
31210;;31209;15000;2;300000;300000;300000;225000;3000;5;10;10
31212;;31211;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31214;;31213;1500;1;30000;30000;30000;22500;300;5;10;300
31216;;31215;3000;1;60000;60000;60000;45000;600;5;10;300
31218;;31217;12000;1;240000;240000;240000;180000;2400;5;10;300
31221;;31220;7500;2;150000;150000;150000;112500;1500;5;10;10
31223;;31222;15000;2;300000;300000;300000;225000;3000;5;10;10
31225;;31224;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31227;;31226;1500;1;30000;30000;30000;22500;300;5;10;300
31229;;31228;3000;1;60000;60000;60000;45000;600;5;10;300
31231;;31230;12000;1;240000;240000;240000;180000;2400;5;10;300
31233;;31232;7500;2;150000;150000;150000;112500;1500;5;10;10
31235;;31234;15000;2;300000;300000;300000;225000;3000;5;10;10
31237;;31236;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31239;;31238;1500;1;30000;30000;30000;22500;300;5;10;300
31241;;31240;3000;1;60000;60000;60000;45000;600;5;10;300
31243;;31242;12000;1;240000;240000;240000;180000;2400;5;10;300
31245;;31244;7500;2;150000;150000;150000;112500;1500;5;10;10
31247;;31246;15000;2;300000;300000;300000;225000;3000;5;10;10
31249;;31248;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31251;;31250;1500;1;30000;30000;30000;22500;300;5;10;300
31253;;31252;3000;1;60000;60000;60000;45000;600;5;10;300
31255;;31254;12000;1;240000;240000;240000;180000;2400;5;10;300
31257;;31256;7500;2;150000;150000;150000;112500;1500;5;10;10
31259;;31258;15000;2;300000;300000;300000;225000;3000;5;10;10
31261;;31260;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31263;;31262;1500;1;30000;30000;30000;22500;300;5;10;300
31265;;31264;3000;1;60000;60000;60000;45000;600;5;10;300
31267;;31266;12000;1;240000;240000;240000;180000;2400;5;10;300
31269;;31268;7500;2;150000;150000;150000;112500;1500;5;10;10
31271;;31270;15000;2;300000;300000;300000;225000;3000;5;10;10
31273;;31272;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31275;;31274;1500;1;30000;30000;30000;22500;300;5;10;300
31277;;31276;3000;1;60000;60000;60000;45000;600;5;10;300
31279;;31278;12000;1;240000;240000;240000;180000;2400;5;10;300
31281;;31280;7500;2;150000;150000;150000;112500;1500;5;10;10
31283;;31282;15000;2;300000;300000;300000;225000;3000;5;10;10
31285;;31284;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31287;;31286;1500;1;30000;30000;30000;22500;300;5;10;300
31289;;31288;3000;1;60000;60000;60000;45000;600;5;10;300
31291;;31290;12000;1;240000;240000;240000;180000;2400;5;10;300
31293;;31292;7500;2;150000;150000;150000;112500;1500;5;10;10
31295;;31294;15000;2;300000;300000;300000;225000;3000;5;10;10
31297;;31296;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31299;;31298;1500;1;30000;30000;30000;22500;300;5;10;300
31301;;31300;3000;1;60000;60000;60000;45000;600;5;10;300
31303;;31302;12000;1;240000;240000;240000;180000;2400;5;10;300
31305;;31304;7500;2;150000;150000;150000;112500;1500;5;10;10
31307;;31306;15000;2;300000;300000;300000;225000;3000;5;10;10
31309;;31308;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31311;;31310;1500;1;30000;30000;30000;22500;300;5;10;300
31313;;31312;3000;1;60000;60000;60000;45000;600;5;10;300
31315;;31314;12000;1;240000;240000;240000;180000;2400;5;10;300
31317;;31316;7500;2;150000;150000;150000;112500;1500;5;10;10
31319;;31318;15000;2;300000;300000;300000;225000;3000;5;10;10
31321;;31320;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31323;;31322;1500;1;30000;30000;30000;22500;300;5;10;300
31325;;31324;3000;1;60000;60000;60000;45000;600;5;10;300
31327;;31326;12000;1;240000;240000;240000;180000;2400;5;10;300
31329;;31328;7500;2;150000;150000;150000;112500;1500;5;10;10
31331;;31330;15000;2;300000;300000;300000;225000;3000;5;10;10
31333;;31332;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31335;;31334;1500;1;30000;30000;30000;22500;300;5;10;300
31337;;31336;3000;1;60000;60000;60000;45000;600;5;10;300
31339;;31338;12000;1;240000;240000;240000;180000;2400;5;10;300
31341;;31340;7500;2;150000;150000;150000;112500;1500;5;10;10
31343;;31342;15000;2;300000;300000;300000;225000;3000;5;10;10
31345;;31344;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31347;;31346;1500;1;30000;30000;30000;22500;300;5;10;300
31349;;31348;3000;1;60000;60000;60000;45000;600;5;10;300
31351;;31350;12000;1;240000;240000;240000;180000;2400;5;10;300
31353;;31352;7500;2;150000;150000;150000;112500;1500;5;10;10
31355;;31354;15000;2;300000;300000;300000;225000;3000;5;10;10
31357;;31356;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31359;;31358;1500;1;30000;30000;30000;22500;300;5;10;300
31361;;31360;3000;1;60000;60000;60000;45000;600;5;10;300
31363;;31362;12000;1;240000;240000;240000;180000;2400;5;10;300
31365;;31364;7500;2;150000;150000;150000;112500;1500;5;10;10
31367;;31366;15000;2;300000;300000;300000;225000;3000;5;10;10
31369;;31368;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31371;;31370;1500;1;30000;30000;30000;22500;300;5;10;300
31373;;31372;3000;1;60000;60000;60000;45000;600;5;10;300
31375;;31374;12000;1;240000;240000;240000;180000;2400;5;10;300
31377;;31376;7500;2;150000;150000;150000;112500;1500;5;10;10
31379;;31378;15000;2;300000;300000;300000;225000;3000;5;10;10
31381;;31380;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31383;;31382;1500;1;30000;30000;30000;22500;300;5;10;300
31385;;31384;3000;1;60000;60000;60000;45000;600;5;10;300
31387;;31386;12000;1;240000;240000;240000;180000;2400;5;10;300
31389;;31388;7500;2;150000;150000;150000;112500;1500;5;10;10
31391;;31390;15000;2;300000;300000;300000;225000;3000;5;10;10
31393;;31392;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31395;;31394;1500;1;30000;30000;30000;22500;300;5;10;300
31397;;31396;3000;1;60000;60000;60000;45000;600;5;10;300
31399;;31398;12000;1;240000;240000;240000;180000;2400;5;10;300
31401;;31400;7500;2;150000;150000;150000;112500;1500;5;10;10
31403;;31402;15000;2;300000;300000;300000;225000;3000;5;10;10
31405;;31404;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31407;;31406;1500;1;30000;30000;30000;22500;300;5;10;300
31409;;31408;3000;1;60000;60000;60000;45000;600;5;10;300
31411;;31410;12000;1;240000;240000;240000;180000;2400;5;10;300
31413;;31412;7500;2;150000;150000;150000;112500;1500;5;10;10
31415;;31414;15000;2;300000;300000;300000;225000;3000;5;10;10
31417;;31416;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31419;;31418;1500;1;30000;30000;30000;22500;300;5;10;300
31421;;31420;3000;1;60000;60000;60000;45000;600;5;10;300
31423;;31422;12000;1;240000;240000;240000;180000;2400;5;10;300
31425;;31424;7500;2;150000;150000;150000;112500;1500;5;10;10
31427;;31426;15000;2;300000;300000;300000;225000;3000;5;10;10
31429;;31428;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31431;;31430;1500;1;30000;30000;30000;22500;300;5;10;300
31433;;31432;3000;1;60000;60000;60000;45000;600;5;10;300
31435;;31434;12000;1;240000;240000;240000;180000;2400;5;10;300
31437;;31436;7500;2;150000;150000;150000;112500;1500;5;10;10
31439;;31438;15000;2;300000;300000;300000;225000;3000;5;10;10
31441;;31440;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31443;;31442;1500;1;30000;30000;30000;22500;300;5;10;300
31445;;31444;3000;1;60000;60000;60000;45000;600;5;10;300
31447;;31446;12000;1;240000;240000;240000;180000;2400;5;10;300
31449;;31448;7500;2;150000;150000;150000;112500;1500;5;10;10
31451;;31450;15000;2;300000;300000;300000;225000;3000;5;10;10
31453;;31452;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31455;;31454;1500;1;30000;30000;30000;22500;300;5;10;300
31457;;31456;3000;1;60000;60000;60000;45000;600;5;10;300
31459;;31458;12000;1;240000;240000;240000;180000;2400;5;10;300
31461;;31460;7500;2;150000;150000;150000;112500;1500;5;10;10
31463;;31462;15000;2;300000;300000;300000;225000;3000;5;10;10
31465;;31464;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31467;;31466;1500;1;30000;30000;30000;22500;300;5;10;300
31469;;31468;3000;1;60000;60000;60000;45000;600;5;10;300
31471;;31470;12000;1;240000;240000;240000;180000;2400;5;10;300
31473;;31472;7500;2;150000;150000;150000;112500;1500;5;10;10
31475;;31474;15000;2;300000;300000;300000;225000;3000;5;10;10
31477;;31476;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31479;;31478;1500;1;30000;30000;30000;22500;300;5;10;300
31481;;31480;3000;1;60000;60000;60000;45000;600;5;10;300
31483;;31482;12000;1;240000;240000;240000;180000;2400;5;10;300
31485;;31484;7500;2;150000;150000;150000;112500;1500;5;10;10
31487;;31486;15000;2;300000;300000;300000;225000;3000;5;10;10
31489;;31488;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31491;;31490;1500;1;30000;30000;30000;22500;300;5;10;300
31493;;31492;3000;1;60000;60000;60000;45000;600;5;10;300
31495;;31494;12000;1;240000;240000;240000;180000;2400;5;10;300
31497;;31496;7500;2;150000;150000;150000;112500;1500;5;10;10
31499;;31498;15000;2;300000;300000;300000;225000;3000;5;10;10
31501;;31500;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31503;;31502;1500;1;30000;30000;30000;22500;300;5;10;300
31505;;31504;3000;1;60000;60000;60000;45000;600;5;10;300
31507;;31506;12000;1;240000;240000;240000;180000;2400;5;10;300
31509;;31508;7500;2;150000;150000;150000;112500;1500;5;10;10
31511;;31510;15000;2;300000;300000;300000;225000;3000;5;10;10
31513;;31512;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31515;;31514;1500;1;30000;30000;30000;22500;300;5;10;300
31517;;31516;3000;1;60000;60000;60000;45000;600;5;10;300
31519;;31518;12000;1;240000;240000;240000;180000;2400;5;10;300
31521;;31520;7500;2;150000;150000;150000;112500;1500;5;10;10
31523;;31522;15000;2;300000;300000;300000;225000;3000;5;10;10
31525;;31524;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31527;;31526;1500;1;30000;30000;30000;22500;300;5;10;300
31529;;31528;3000;1;60000;60000;60000;45000;600;5;10;300
31531;;31530;12000;1;240000;240000;240000;180000;2400;5;10;300
31533;;31532;7500;2;150000;150000;150000;112500;1500;5;10;10
31535;;31534;15000;2;300000;300000;300000;225000;3000;5;10;10
31537;;31536;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31539;;31538;1500;1;30000;30000;30000;22500;300;5;10;300
31541;;31540;3000;1;60000;60000;60000;45000;600;5;10;300
31543;;31542;12000;1;240000;240000;240000;180000;2400;5;10;300
31545;;31544;7500;2;150000;150000;150000;112500;1500;5;10;10
31547;;31546;15000;2;300000;300000;300000;225000;3000;5;10;10
31549;;31548;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31551;;31550;1500;1;30000;30000;30000;22500;300;5;10;300
31553;;31552;3000;1;60000;60000;60000;45000;600;5;10;300
31555;;31554;12000;1;240000;240000;240000;180000;2400;5;10;300
31557;;31556;7500;2;150000;150000;150000;112500;1500;5;10;10
31559;;31558;15000;2;300000;300000;300000;225000;3000;5;10;10
31561;;31560;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31563;;31562;1500;1;30000;30000;30000;22500;300;5;10;300
31565;;31564;3000;1;60000;60000;60000;45000;600;5;10;300
31567;;31566;12000;1;240000;240000;240000;180000;2400;5;10;300
31569;;31568;7500;2;150000;150000;150000;112500;1500;5;10;10
31571;;31570;15000;2;300000;300000;300000;225000;3000;5;10;10
31573;;31572;60000;2;1200000;1200000;1200000;900000;12000;5;10;10
31575;;31574;1500;1;30000;30000;30000;22500;300;5;10;300
31577;;31576;3000;1;60000;60000;60000;45000;600;5;10;300
31579;;31578;12000;1;240000;240000;240000;180000;2400;5;10;300
