STATIONID;SECURITY;DOCKINGCOSTPERVOLUME;MAXSHIPVOLUMEDOCKABLE;OFFICERENTALCOST;OPERATIONID;STATIONTYPEID;CORPORATIONID;SOLARSYSTEMID;CONSTELLATIONID;REGIONID;STATIONNAME;X;Y;Z;REPROCESSINGEFFICIENCY;REPROCESSINGSTATIONSTAKE;REPROCESSINGHANGARFLAG
60012796;0;0;50000000;10000;11;1529;1000135;30001002;20000147;10000012;G-G78S X - Moon 11 - Serpentis Corporation Chemical Refinery;-6,08922E+11;36903690240;-1,45466E+12;0,35;0,05;4
60012799;0;0;50000000;10000;12;1531;1000135;30001005;20000147;10000012;OSY-UD IX - Moon 16 - Serpentis Corporation Chemical Storage;25759211520;4143636480;-1,21052E+12;0,5;0,05;4
60012802;0;0;50000000;10000;11;1529;1000135;30001002;20000147;10000012;G-G78S XI - Moon 7 - Serpentis Corporation Chemical Refinery;1,90121E+12;-1,15225E+11;2,46762E+12;0,35;0,05;4
60012805;0;0;50000000;10000;11;1529;1000135;30001012;20000148;10000012;PO4F-3 VI - Moon 18 - Serpentis Corporation Chemical Refinery;1,46367E+12;2,36709E+11;-1,18059E+11;0,35;0,05;4
60012808;0;0;50000000;10000;11;1529;1000135;30001012;20000148;10000012;PO4F-3 VI - Moon 7 - Serpentis Corporation Chemical Refinery;1,45338E+12;2,35045E+11;-1,14992E+11;0,35;0,05;4
60012811;0;0;50000000;10000;11;1529;1000135;30001012;20000148;10000012;PO4F-3 V - Moon 10 - Serpentis Corporation Chemical Refinery;3,0338E+11;49063403520;5,77897E+11;0,35;0,05;4
60012814;0;0;50000000;10000;11;1529;1000135;30001016;20000149;10000012;HLW-HP VI - Moon 14 - Serpentis Corporation Chemical Refinery;-7,88476E+11;55892090880;-9,47561E+11;0,35;0,05;4
60012817;0;0;50000000;10000;11;1529;1000135;30001016;20000149;10000012;HLW-HP III - Moon 5 - Serpentis Corporation Chemical Refinery;3,26209E+11;-23124172800;1,34881E+11;0,35;0,05;4
60012820;0;0;50000000;10000;11;1529;1000135;30001016;20000149;10000012;HLW-HP IV - Moon 1 - Serpentis Corporation Chemical Refinery;68864040960;-4881162240;-5,77629E+11;0,35;0,05;4
60012823;0;0;50000000;10000;11;1529;1000135;30001026;20000150;10000012;K-QWHE VII - Moon 11 - Serpentis Corporation Chemical Refinery;-1,32166E+12;68243005440;2,34443E+12;0,35;0,05;4
60012826;0;0;50000000;10000;11;1529;1000135;30001026;20000150;10000012;K-QWHE VI - Moon 15 - Serpentis Corporation Chemical Refinery;-8,96651E+11;46296883200;-1,29478E+11;0,35;0,05;4
60012829;0;0;50000000;10000;12;1531;1000135;30001025;20000150;10000012;CL-85V V - Serpentis Corporation Chemical Storage;-45096345600;822435840;-3,15261E+11;0,5;0,05;4
60012832;0;0;50000000;10000;11;1529;1000135;30001033;20000151;10000012;QFEW-K V - Moon 1 - Serpentis Corporation Chemical Refinery;-1,00439E+12;1,90964E+11;-4,63595E+11;0,35;0,05;4
60012835;0;0;50000000;10000;10;4023;1000135;30001030;20000151;10000012;S1DP-Y VIII - Moon 15 - Serpentis Corporation Reprocessing Facility;4,66555E+11;85192581120;3,26147E+11;0,4;0,05;4
60012838;0;0;50000000;10000;10;4023;1000135;30001034;20000151;10000012;CVY-UC IX - Moon 17 - Serpentis Corporation Reprocessing Facility;-1,1352E+12;2,11069E+11;1,36879E+12;0,4;0,05;4
60012841;0;0;50000000;10000;10;4023;1000135;30001038;20000152;10000012;LJ-YSW IV - Moon 2 - Serpentis Corporation Reprocessing Facility;2,79812E+11;-39139368960;2,96261E+11;0,4;0,05;4
60012844;0;0;50000000;10000;11;1529;1000135;30001042;20000152;10000012;CL-1JE V - Moon 1 - Serpentis Corporation Chemical Refinery;-5,51252E+11;-2560942080;8,9038E+11;0,35;0,05;4
60012847;0;0;50000000;10000;11;1529;1000135;30001042;20000152;10000012;CL-1JE V - Moon 3 - Serpentis Corporation Chemical Refinery;-5,51128E+11;-2560204800;8,90015E+11;0,35;0,05;4
60012850;0;0;50000000;10000;11;1529;1000135;30001045;20000153;10000012;Utopia VI - Moon 6 - Serpentis Corporation Chemical Refinery;8,30228E+11;-98727075840;8,68222E+11;0,35;0,05;4
60012853;0;0;50000000;10000;11;1529;1000135;30001045;20000153;10000012;Utopia VI - Moon 12 - Serpentis Corporation Chemical Refinery;8,29767E+11;-98672271360;8,66625E+11;0,35;0,05;4
60012856;0;0;50000000;10000;11;1529;1000135;30001046;20000153;10000012;Jorund VII - Moon 2 - Serpentis Corporation Chemical Refinery;6,41301E+11;98782863360;-8,79713E+11;0,35;0,05;4
60012859;0;0;50000000;10000;11;1529;1000135;30004623;20000674;10000058;Serpentis Prime VIII - Moon 2 - Serpentis Corporation Chemical Refinery;-1,0539E+12;-1,07104E+11;-1,14625E+12;0,35;0,05;4
60012862;0;0;50000000;10000;12;1531;1000135;30004619;20000674;10000058;A-1CON X - Moon 10 - Serpentis Corporation Chemical Storage;-4,14057E+11;-37598453760;1,09369E+12;0,5;0,05;4
60012865;0;0;50000000;10000;10;4023;1000135;30004621;20000674;10000058;WY-9LL IX - Moon 1 - Serpentis Corporation Reprocessing Facility;-2,58785E+12;1,50717E+11;1,21719E+12;0,4;0,05;4
60012868;0;0;50000000;10000;14;1927;1000136;30001001;20000147;10000012;H-ADOC IV - Moon 1 - Guardian Angels Assembly Plant;18117795840;2743296000;3,73113E+11;0,5;0,05;4
60012871;0;0;50000000;10000;15;1530;1000136;30001003;20000147;10000012;UW9B-F X - Guardian Angels Logistic Support;-1,01216E+12;23932968960;1,02157E+12;0,5;0,05;4
60012874;0;0;50000000;10000;14;2498;1000136;30001010;20000148;10000012;D87E-A VII - Moon 6 - Guardian Angels Assembly Plant;-4,75225E+11;44949381120;3,95785E+11;0,5;0,05;4
60012877;0;0;50000000;10000;14;1529;1000136;30001012;20000148;10000012;PO4F-3 V - Moon 6 - Guardian Angels Assembly Plant;3,06251E+11;49528381440;5,78175E+11;0,5;0,05;4
60012880;0;0;50000000;10000;14;3867;1000136;30001016;20000149;10000012;HLW-HP VI - Moon 7 - Guardian Angels Assembly Plant;-7,8319E+11;55518781440;-9,43588E+11;0,5;0,05;4
60012883;0;0;50000000;10000;14;2498;1000136;30001018;20000149;10000012;RA-NXN VII - Moon 18 - Guardian Angels Assembly Plant;1,32104E+11;20038410240;9,77921E+11;0,5;0,05;4
60012886;0;0;50000000;10000;13;1931;1000136;30001024;20000150;10000012;YKE4-3 III - Moon 1 - Guardian Angels Testing Facilities;2,55177E+11;-9614008320;-1,74234E+11;0,5;0,05;4
60012889;0;0;50000000;10000;14;3867;1000136;30001025;20000150;10000012;CL-85V VI - Moon 8 - Guardian Angels Assembly Plant;2,68687E+11;-4903526400;-5,0789E+11;0,5;0,05;4
60012892;0;0;50000000;10000;14;3867;1000136;30001033;20000151;10000012;QFEW-K VI - Moon 1 - Guardian Angels Assembly Plant;-6,2497E+11;1,18825E+11;1,53449E+12;0,5;0,05;4
60012895;0;0;50000000;10000;14;1927;1000136;30001033;20000151;10000012;QFEW-K IV - Guardian Angels Assembly Plant;6,87877E+11;-1,30789E+11;46128291840;0,5;0,05;4
60012898;0;0;50000000;10000;14;1529;1000136;30001041;20000152;10000012;G-0Q86 VII - Moon 1 - Guardian Angels Assembly Plant;9,1428E+11;66035343360;-1,56318E+12;0,5;0,05;4
60012901;0;0;50000000;10000;13;2500;1000136;30001043;20000152;10000012;J4UD-J VI - Moon 3 - Guardian Angels Testing Facilities;-2,51852E+11;2126438400;-12601221120;0,5;0,05;4
60012904;0;0;50000000;10000;14;3867;1000136;30001048;20000153;10000012;Litom XI - Moon 2 - Guardian Angels Assembly Plant;1,90687E+12;1,13054E+11;8,03415E+11;0,5;0,05;4
60012907;0;0;50000000;10000;15;2501;1000136;30001044;20000153;10000012;Hemin VII - Moon 15 - Guardian Angels Logistic Support;-2,20229E+11;-3936460800;-6,72266E+11;0,5;0,05;4
60012910;0;0;50000000;10000;15;2501;1000136;30004617;20000674;10000058;YZ-LQL VI - Moon 19 - Guardian Angels Logistic Support;-9,9897E+11;83676979200;-9,12575E+11;0,5;0,05;4
60012913;0;0;50000000;10000;14;1927;1000136;30004617;20000674;10000058;YZ-LQL VII - Moon 1 - Guardian Angels Assembly Plant;-2,47133E+12;2,07005E+11;-1,92088E+11;0,5;0,05;4
60012916;1;0;50000000;10000;15;2501;1000137;30005204;20000761;10000067;Yulai VIII - Moon 12 - DED Logistic Support;-9,73095E+11;64490496000;-1,81573E+12;0,5;0,05;4
60012919;0;0;50000000;10000;14;2498;1000137;30005205;20000761;10000067;Tarta IX - Moon 14 - DED Assembly Plant;8,22795E+11;1,36009E+11;-1,12723E+12;0,5;0,05;4
60012922;1;0;50000000;10000;14;1529;1000137;30005204;20000761;10000067;Yulai X - DED Assembly Plant;4,04112E+12;-2,67809E+11;-1,53702E+12;0,5;0,05;4
60012925;0;0;50000000;10000;15;2501;1000137;30005323;20000779;10000068;Sortet VI - Moon 5 - DED Logistic Support;83816079360;-15228149760;-1,0459E+12;0,5;0,05;4
60012928;0;0;50000000;10000;15;1530;1000137;30005328;20000779;10000068;Reblier VIII - Moon 7 - DED Logistic Support;1,77077E+12;-2,75006E+11;4,4283E+11;0,5;0,05;4
60012931;0;0;50000000;10000;15;3868;1000137;30005322;20000779;10000068;Scolluzer VI - DED Logistic Support;-3,73577E+11;36836352000;-71337861120;0,5;0,05;4
60012934;0;0;50000000;10000;13;2500;1000137;30002249;20000329;10000043;Ruchy I - DED Testing Facilities;370728960;-50749440;-1,07814E+11;0,5;0,05;4
60012937;0;0;50000000;10000;15;2501;1000137;30002242;20000329;10000043;Mamenkhanar IX - Moon 11 - DED Logistic Support;-1,2082E+12;-1,95439E+11;9,86944E+11;0,5;0,05;4
60012940;0;0;50000000;10000;14;1927;1000137;30002246;20000329;10000043;Neziel I - DED Assembly Plant;52656906240;3758776320;-2758778880;0,5;0,05;4
60012943;0;0;50000000;10000;14;2498;1000137;30000052;20000008;10000001;Maspah V - Moon 6 - DED Assembly Plant;4,75624E+11;51522723840;-7,98891E+11;0,5;0,05;4
60012946;0;0;50000000;10000;14;2498;1000137;30000052;20000008;10000001;Maspah IV - Moon 7 - DED Assembly Plant;3,16859E+11;34324193280;80224542720;0,5;0,05;4
60012949;0;0;50000000;10000;15;3868;1000137;30000051;20000008;10000001;Juddi VII - DED Logistic Support;-2,40064E+11;-26493788160;-5,97266E+11;0,5;0,05;4
60012952;0;0;50000000;10000;15;3868;1000137;30002260;20000331;10000043;Esteban VIII - Moon 4 - DED Logistic Support;-1,41241E+12;2,14408E+11;-1,39602E+12;0,5;0,05;4
60012955;0;0;50000000;10000;13;2500;1000137;30002262;20000331;10000043;Nalu VII - Moon 7 - DED Testing Facilities;3,31985E+11;53498142720;5,92167E+11;0,5;0,05;4
60012958;0;0;50000000;10000;15;3868;1000137;30002259;20000331;10000043;Sahdil III - DED Logistic Support;-1,21546E+12;-66017402880;-5,56564E+12;0,5;0,05;4
60012961;0;0;50000000;10000;13;3869;1000137;30001693;20000250;10000020;Perdan VI - Moon 16 - DED Testing Facilities;2,16495E+11;-28046499840;-5,76987E+11;0,5;0,05;4
60012964;0;0;50000000;10000;14;1529;1000137;30001689;20000250;10000020;Asesamy VI - Moon 8 - DED Assembly Plant;-5,37947E+11;64791306240;6,55446E+11;0,5;0,05;4
60012967;0;0;50000000;10000;14;1927;1000137;30001690;20000250;10000020;Hostni VII - Moon 18 - DED Assembly Plant;3,47553E+12;-2,83056E+11;-5,99888E+11;0,5;0,05;4
60012970;0;0;50000000;10000;14;3867;1000137;30002060;20000304;10000042;Evati IX - Moon 1 - DED Assembly Plant;-1,46273E+12;-2,49576E+11;1,35422E+12;0,5;0,05;4
60012973;0;0;50000000;10000;14;1927;1000137;30002065;20000304;10000042;Lasleinur VI - Moon 17 - DED Assembly Plant;-4,1265E+12;-3,12795E+11;1,30828E+12;0,5;0,05;4
60012976;0;0;50000000;10000;14;1927;1000137;30002062;20000304;10000042;Todifrauan VII - Moon 8 - DED Assembly Plant;-1,0185E+12;-65845125120;-1,40037E+12;0,5;0,05;4
60012979;0;0;50000000;10000;13;2500;1000137;30001674;20000247;10000020;Hilaban II - Moon 5 - DED Testing Facilities;-1,0608E+11;19763650560;1,9827E+11;0,5;0,05;4
60012982;0;0;50000000;10000;15;1929;1000137;30001669;20000247;10000020;Pimebeka VII - Moon 13 - DED Logistic Support;-2,23165E+11;42059980800;-6,18661E+11;0,5;0,05;4
60012985;0;0;50000000;10000;14;3867;1000137;30001671;20000247;10000020;Tash-Murkon Prime III - Moon 1 - DED Assembly Plant;-25402122240;-2505646080;1,46109E+11;0,5;0,05;4
60012988;0;0;50000000;10000;14;1529;1000137;30005319;20000778;10000068;Raneilles V - Moon 2 - DED Assembly Plant;1,75805E+11;29383434240;1,56393E+11;0,5;0,05;4
60012991;0;0;50000000;10000;14;3867;1000137;30005319;20000778;10000068;Raneilles III - DED Assembly Plant;1,13226E+11;18922168320;25826795520;0,5;0,05;4
60012994;0;0;50000000;10000;15;3868;1000137;30005315;20000778;10000068;Eletta VII - Moon 7 - DED Logistic Support;6,76853E+11;-1,30204E+11;-2,61863E+11;0,5;0,05;4
60012997;0;0;50000000;10000;14;3867;1000137;30004284;20000626;10000054;Defsunun IV - Moon 1 - DED Assembly Plant;36345323520;-6292316160;80066027520;0,5;0,05;4
60013000;0;0;50000000;10000;15;2501;1000137;30004281;20000626;10000054;Jerhesh VI - Moon 11 - DED Logistic Support;2,45099E+11;-16351027200;-6,65596E+11;0,5;0,05;4
60013003;0;0;50000000;10000;14;1927;1000137;30004280;20000626;10000054;Nalnifan IV - Moon 2 - DED Assembly Plant;-2,48628E+11;22988513280;8,04749E+11;0,5;0,05;4
60013006;0;0;50000000;10000;15;1929;1000137;30000087;20000012;10000001;Gelhan V - Moon 10 - DED Logistic Support;-2,56737E+11;38709534720;1,57845E+11;0,5;0,05;4
60013009;0;0;50000000;10000;14;1927;1000137;30000087;20000012;10000001;Gelhan V - Moon 1 - DED Assembly Plant;-2,56913E+11;38736568320;1,58391E+11;0,5;0,05;4
60013012;0;0;50000000;10000;14;1529;1000137;30000084;20000012;10000001;Asghatil IX - Moon 3 - DED Assembly Plant;-1,61204E+12;-82515763200;4,03198E+11;0,5;0,05;4
60013015;0;0;50000000;10000;14;1927;1000137;30005069;20000742;10000065;Nahol X - Moon 2 - DED Assembly Plant;-1,36106E+12;91783127040;1,75615E+12;0,5;0,05;4
60013018;0;0;50000000;10000;14;2498;1000137;30005069;20000742;10000065;Nahol II - Moon 1 - DED Assembly Plant;1,00694E+11;-6790225920;-1,46523E+11;0,5;0,05;4
60013021;0;0;50000000;10000;14;1927;1000137;30005069;20000742;10000065;Nahol IV - DED Assembly Plant;-34613944320;2332631040;3,18528E+11;0,5;0,05;4
60013024;0;0;50000000;10000;14;3867;1000137;30000030;20000004;10000001;Kasrasi IX - Moon 7 - DED Assembly Plant;1,57908E+12;-2,91251E+11;-1,507E+11;0,5;0,05;4
60013027;0;0;50000000;10000;14;3867;1000137;30000024;20000004;10000001;Kiereend VII - Moon 3 - DED Assembly Plant;-4,18983E+11;66031902720;-1,05325E+12;0,5;0,05;4
60013030;0;0;50000000;10000;14;3867;1000137;30000025;20000004;10000001;Rashy VI - DED Assembly Plant;-2,2149E+12;-2,16063E+11;4,62745E+12;0,5;0,05;4
60013033;0;0;50000000;10000;14;1927;1000137;30001644;20000243;10000020;Tividu IV - Moon 10 - DED Assembly Plant;-4,66045E+11;2632212480;-2,47667E+11;0,5;0,05;4
60013036;0;0;50000000;10000;14;1927;1000137;30001644;20000243;10000020;Tividu IV - Moon 3 - DED Assembly Plant;-4,68716E+11;2647449600;-2,4984E+11;0,5;0,05;4
60013039;0;0;50000000;10000;14;2498;1000137;30001646;20000243;10000020;Goram VII - Moon 4 - DED Assembly Plant;-5,90302E+11;-88704983040;-9,26216E+11;0,5;0,05;4
60013042;0;0;50000000;10000;14;1927;1000137;30000202;20000029;10000002;Mastakomon IX - Moon 3 - DED Assembly Plant;-5,31482E+11;17717452800;-3,62431E+11;0,5;0,05;4
60013045;0;0;50000000;10000;13;1931;1000137;30000205;20000029;10000002;Obe VI - Moon 2 - DED Testing Facilities;-1,70331E+12;3,42979E+11;2,26016E+11;0,5;0,05;4
60013048;0;0;50000000;10000;14;1927;1000137;30000202;20000029;10000002;Mastakomon XI - Moon 2 - DED Assembly Plant;1,46048E+12;-48682475520;-6,6287E+11;0,5;0,05;4
60013051;0;0;50000000;10000;14;1927;1000138;30001002;20000147;10000012;G-G78S XI - Moon 3 - Dominations Assembly Plant;1,90407E+12;-1,15399E+11;2,47039E+12;0,5;0,05;4
60013054;0;0;50000000;10000;13;3869;1000138;30001013;20000148;10000012;J7A-UR VI - Dominations Testing Facilities;3,85172E+11;-41175982080;-86058393600;0,5;0,05;4
60013057;0;0;50000000;10000;15;2501;1000138;30001021;20000149;10000012;XX9-WV VII - Moon 1 - Dominations Logistic Support;1,08588E+12;21284904960;7,50266E+11;0,5;0,05;4
60013060;0;0;50000000;10000;14;3867;1000138;30001026;20000150;10000012;K-QWHE VII - Moon 8 - Dominations Assembly Plant;-1,32082E+12;68199997440;2,34462E+12;0,5;0,05;4
60013063;0;0;50000000;10000;14;1529;1000138;30001032;20000151;10000012;M-N7WD VIII - Moon 12 - Dominations Assembly Plant;1,6379E+12;3,00307E+11;1,58332E+12;0,5;0,05;4
60013066;0;0;50000000;10000;15;3868;1000138;30001038;20000152;10000012;LJ-YSW VII - Moon 11 - Dominations Logistic Support;-5,66363E+12;7,92224E+11;-1,83671E+12;0,5;0,05;4
60013069;0;0;50000000;10000;14;3867;1000138;30001045;20000153;10000012;Utopia VI - Moon 22 - Dominations Assembly Plant;8,41216E+11;-1,00033E+11;8,77995E+11;0,5;0,05;4
60013072;0;0;50000000;10000;13;1931;1000138;30004621;20000674;10000058;WY-9LL VIII - Moon 3 - Dominations Testing Facilities;-8840355840;514990080;1,11865E+12;0,5;0,05;4
60013075;0;0;50000000;10000;1;3866;1000139;30001978;20000291;10000023;X-7OMU IV - Moon 16 - Food Relief Plantation;-6,73118E+12;1,10317E+12;1,43377E+12;0,5;0,05;4
60013078;0;0;50000000;10000;2;3866;1000139;30001983;20000291;10000023;ROIR-Y II - Moon 2 - Food Relief Food Packaging;1,19763E+12;1,13837E+11;-2,75665E+12;0,5;0,05;4
60013081;0;0;50000000;10000;17;3865;1000140;30001484;20000218;10000017;9-ERCP VIII - Genolution Biotech Production;-2,05351E+11;-37158789120;-2,41718E+12;0,5;0,05;4
60013084;0;0;50000000;10000;17;3865;1000140;30001484;20000218;10000017;9-ERCP V - Genolution Biotech Production;-2,52713E+11;-45729914880;1,21981E+11;0,5;0,05;4
60013087;0;0;50000000;10000;16;3865;1000140;30001485;20000218;10000017;KN7M-N VI - Moon 3 - Genolution Biotech Research Center;-3,16237E+12;-1,98097E+11;-1,21746E+12;0,5;0,05;4
60013090;0;0;50000000;10000;16;3865;1000140;30001485;20000218;10000017;KN7M-N IV - Moon 4 - Genolution Biotech Research Center;-3,19689E+11;-20026368000;90270228480;0,5;0,05;4
60013093;0;0;50000000;10000;17;3865;1000140;30003078;20000449;10000038;Erkinen XII - Moon 8 - Genolution Biotech Production;-93425786880;-14057349120;-7,7289E+11;0,5;0,05;4
60013096;0;0;50000000;10000;17;3865;1000140;30003074;20000449;10000038;Sasiekko I - Genolution Biotech Production;-85430722560;-8622366720;-71613358080;0,5;0,05;4
60013099;0;0;50000000;10000;17;3865;1000140;30003077;20000449;10000038;Uusanen IV - Moon 2 - Genolution Biotech Production;2,93436E+11;31251456000;-5,37624E+11;0,5;0,05;4
60013102;0;0;50000000;10000;17;3865;1000140;30003071;20000449;10000038;Anka IV - Moon 15 - Genolution Biotech Production;-1,31821E+11;-21842534400;-2,00163E+11;0,5;0,05;4
60013105;0;0;50000000;10000;17;3865;1000140;30001368;20000200;10000016;Uemisaisen VII - Moon 12 - Genolution Biotech Production;-1,26938E+12;1,60755E+11;-7,0632E+11;0,5;0,05;4
60013108;0;0;50000000;10000;17;3865;1000140;30001369;20000200;10000016;Sotrentaira VII - Moon 3 - Genolution Biotech Production;1,28454E+12;2,39136E+11;1,81695E+12;0,5;0,05;4
60013111;0;0;50000000;10000;17;3865;1000140;30001371;20000200;10000016;Erenta VI - Moon 6 - Genolution Biotech Production;-1,46016E+11;20116070400;-2,1356E+12;0,5;0,05;4
60013114;0;0;50000000;10000;16;3865;1000140;30001373;20000200;10000016;Raussinen XI - Moon 2 - Genolution Biotech Research Center;-8,01346E+11;1,58888E+11;2,8838E+12;0,5;0,05;4
60013117;0;0;50000000;10000;17;3865;1000140;30005208;20000762;10000067;Ziasad IX - Moon 3 - Genolution Biotech Production;-9,43254E+11;1,03872E+11;-2,56948E+12;0,5;0,05;4
60013120;0;0;50000000;10000;16;3865;1000140;30005212;20000762;10000067;Toon VIII - Moon 2 - Genolution Biotech Research Center;-1,74472E+12;1,95976E+11;-77509877760;0,5;0,05;4
60013123;0;0;50000000;10000;17;3865;1000140;30005209;20000762;10000067;Sibe VI - Moon 1 - Genolution Biotech Production;3,18343E+11;45209149440;6382018560;0,5;0,05;4
60013126;0;0;50000000;10000;17;3865;1000140;30005211;20000762;10000067;Zarer VI - Moon 10 - Genolution Biotech Production;-4,23561E+11;54775603200;33741004800;0,5;0,05;4
60013129;0;0;50000000;10000;17;3865;1000140;30001682;20000249;10000020;Keshirou IX - Moon 4 - Genolution Biotech Production;2,19474E+12;-1,62417E+11;-1,23496E+12;0,5;0,05;4
60013132;0;0;50000000;10000;17;3865;1000140;30001682;20000249;10000020;Keshirou VIII - Moon 2 - Genolution Biotech Production;1,46484E+11;-10841579520;-2,01059E+12;0,5;0,05;4
60013135;0;0;50000000;10000;17;3865;1000140;30001686;20000249;10000020;Rethan VII - Moon 21 - Genolution Biotech Production;-2,30759E+12;-1,94897E+11;-1,37053E+12;0,5;0,05;4
60013138;0;0;50000000;10000;17;3865;1000140;30001685;20000249;10000020;Ordat I - Genolution Biotech Production;-27773214720;5580349440;33291264000;0,5;0,05;4
60013141;0;0;50000000;10000;17;3865;1000140;30000194;20000027;10000002;Otsela VI - Moon 17 - Genolution Biotech Production;-6,4813E+11;8386928640;1,44824E+12;0,5;0,05;4
60013144;0;0;50000000;10000;17;3865;1000140;30000193;20000027;10000002;Vouskiaho III - Genolution Biotech Production;2,76676E+11;23180206080;86102384640;0,5;0,05;4
60013147;0;0;50000000;10000;17;3865;1000140;30000189;20000027;10000002;Kiainti VII - Genolution Biotech Production;-2,83077E+11;1588715520;1,0353E+11;0,5;0,05;4
60013150;0;0;50000000;10000;17;3865;1000140;30000190;20000027;10000002;Vasala VI - Moon 10 - Genolution Biotech Production;-9,07246E+11;-1,76201E+11;-8,49786E+11;0,5;0,05;4
60013153;0;0;50000000;10000;17;3865;1000140;30004298;20000628;10000054;Tisot V - Moon 1 - Genolution Biotech Production;-5,26301E+11;-57789603840;-3,48247E+11;0,5;0,05;4
60013156;0;0;50000000;10000;17;3865;1000140;30004300;20000628;10000054;Naga X - Moon 16 - Genolution Biotech Production;-1,19193E+11;16344637440;-2,44975E+12;0,5;0,05;4
60013159;0;0;50000000;10000;17;3865;1000140;30004299;20000628;10000054;Sakht VI - Moon 7 - Genolution Biotech Production;-1,09401E+12;-53167841280;8,12076E+11;0,5;0,05;4
60013162;0;0;50000000;10000;17;3865;1000140;30004297;20000628;10000054;Efu V - Moon 1 - Genolution Biotech Production;-60254822400;11968389120;-6,42343E+11;0,5;0,05;4
60013165;0;0;50000000;10000;17;3865;1000140;30001713;20000253;10000020;Yasud VI - Moon 18 - Genolution Biotech Production;-2,17658E+11;36188282880;2,26387E+11;0,5;0,05;4
60013168;0;0;50000000;10000;17;3865;1000140;30001708;20000253;10000020;Asezai I - Moon 1 - Genolution Biotech Production;43798241280;4291092480;-1,20998E+11;0,5;0,05;4
60013171;0;0;50000000;10000;17;3865;1000140;30001708;20000253;10000020;Asezai V - Moon 1 - Genolution Biotech Production;7,06696E+11;69235630080;-4,08617E+11;0,5;0,05;4
60013174;0;0;50000000;10000;18;3865;1000140;30001712;20000253;10000020;Lari VI - Moon 4 - Genolution Biohazard Containment Facility;1,10939E+12;-56115732480;-3,48165E+11;0,5;0,05;4
60013177;0;0;50000000;10000;17;3865;1000140;30001422;20000208;10000016;Iitanmadan III - Moon 1 - Genolution Biotech Production;46406246400;4303134720;1,39145E+11;0,5;0,05;4
60013180;0;0;50000000;10000;18;3865;1000140;30001418;20000208;10000016;Aikantoh IV - Moon 1 - Genolution Biohazard Containment Facility;-2,4127E+11;-17664122880;-74218905600;0,5;0,05;4
60013183;0;0;50000000;10000;18;3865;1000140;30001423;20000208;10000016;Jotenen II - Moon 1 - Genolution Biohazard Containment Facility;-3,9186E+11;37080145920;-2,03498E+11;0,5;0,05;4
60013186;0;0;50000000;10000;17;3865;1000140;30001419;20000208;10000016;Atai II - Moon 15 - Genolution Biotech Production;-9,46161E+11;1,91135E+11;3,57285E+12;0,5;0,05;4
60013189;0;0;50000000;10000;18;3865;1000140;30002766;20000405;10000033;Iivinen X - Moon 10 - Genolution Biohazard Containment Facility;1,70684E+12;-2,86672E+11;3,55188E+12;0,5;0,05;4
60013192;0;0;50000000;10000;17;3865;1000140;30002763;20000405;10000033;Tennen VIII - Moon 11 - Genolution Biotech Production;1,7585E+12;2,227E+11;2,46759E+12;0,5;0,05;4
60013195;0;0;50000000;10000;17;3865;1000140;30002762;20000405;10000033;Yashunen III - Genolution Biotech Production;1,32335E+11;-14310236160;-1,42078E+11;0,5;0,05;4
60013198;0;0;50000000;10000;18;3865;1000140;30002766;20000405;10000033;Iivinen VIII - Moon 7 - Genolution Biohazard Containment Facility;1,03641E+12;-1,74068E+11;3,11227E+11;0,5;0,05;4
60013201;0;0;50000000;10000;17;3865;1000140;30001441;20000211;10000016;Tartoken III - Moon 3 - Genolution Biotech Production;-47905382400;100147200;-1,58906E+11;0,5;0,05;4
60013204;0;0;50000000;10000;17;3865;1000140;30001437;20000211;10000016;Tamo V - Moon 2 - Genolution Biotech Production;3,71067E+11;-47525928960;88278835200;0,5;0,05;4
60013207;0;0;50000000;10000;17;3865;1000140;30001438;20000211;10000016;Nannaras III - Moon 1 - Genolution Biotech Production;1,11692E+11;-20170137600;2,44808E+11;0,5;0,05;4
60013210;0;0;50000000;10000;17;3865;1000140;30001437;20000211;10000016;Tamo I - Genolution Biotech Production;39983554560;-5124218880;-50042757120;0,5;0,05;4
60013213;0;0;50000000;10000;17;3865;1000140;30003808;20000556;10000048;Grispire IV - Moon 14 - Genolution Biotech Production;-2,9439E+11;-22540001280;-5,01909E+11;0,5;0,05;4
60013216;0;0;50000000;10000;17;3865;1000140;30003810;20000556;10000048;Vivanier VI - Moon 5 - Genolution Biotech Production;-3,19344E+11;55510179840;8,07599E+11;0,5;0,05;4
60013219;0;0;50000000;10000;17;3865;1000140;30003808;20000556;10000048;Grispire V - Moon 15 - Genolution Biotech Production;2,20019E+12;1,68465E+11;1,10587E+12;0,5;0,05;4
60013222;0;0;50000000;10000;17;3865;1000140;30003811;20000556;10000048;Algasienan VI - Moon 4 - Genolution Biotech Production;-2,28388E+11;21516165120;-1,58207E+12;0,5;0,05;4
60013225;0;0;50000000;10000;18;3865;1000140;30002573;20000377;10000030;Vullat VIII - Moon 1 - Genolution Biohazard Containment Facility;-2,47935E+12;-99836190720;1,01731E+12;0,5;0,05;4
60013228;0;0;50000000;10000;16;3865;1000140;30002573;20000377;10000030;Vullat VII - Moon 11 - Genolution Biotech Research Center;1,47477E+12;59384832000;-5,72243E+11;0,5;0,05;4
