TYPEID;ATTRIBUTEID;VALUEINT;VALUEFLOAT
27550;484;;0.75
27550;524;;0.75
27550;525;;1
27550;552;;2000
27550;556;;5000
27550;564;;42
27550;604;86;
27550;620;;400
27550;676;;5000
27550;677;;120000
27550;691;60000;
27550;771;;5
27550;786;1;
27550;872;1;
27550;1165;5000;
27550;1167;1;
27550;1692;;4
27550;1768;;11320
27551;9;100000;
27551;30;405000;
27551;50;0;
27551;51;13500;
27551;54;375000;
27551;64;;44
27551;109;;1
27551;110;;1
27551;111;;1
27551;113;;1
27551;128;4;
27551;136;;1
27551;154;300000;
27551;156;;0.001
27551;158;;100000
27551;160;;0.001633333
27551;182;11584;
27551;192;1;
27551;208;;200
27551;209;;200
27551;210;;200
27551;211;;200
27551;245;;20446
27551;263;;150000
27551;265;2250000;
27551;277;1;
27551;416;249000;
27551;466;;0.5
27551;475;7500;
27551;476;30000;
27551;479;;10000000
27551;484;;0.75
27551;524;;0.75
27551;525;;1
27551;552;;2000
27551;556;;5000
27551;564;;38
27551;604;86;
27551;620;;400
27551;676;;5000
27551;677;;120000
27551;691;60000;
27551;771;;5
27551;786;1;
27551;872;1;
27551;1165;5000;
27551;1167;1;
27551;1692;;4
27551;1768;;11320
27553;9;100000;
27553;30;360000;
27553;50;0;
27553;51;13500;
27553;54;375000;
27553;64;;48
27553;109;;1
27553;110;;1
27553;111;;1
27553;113;;1
27553;128;4;
27553;136;;1
27553;154;300000;
27553;156;;0.001
27553;158;;100000
27553;160;;0.001633333
27553;182;11584;
27553;192;1;
27553;208;;200
27553;209;;200
27553;210;;200
27553;211;;200
27553;245;;20446
27553;263;;200000
27553;265;3000000;
27553;277;1;
27553;416;249000;
27553;466;;0.5
27553;475;7500;
27553;476;30000;
27553;479;;10000000
27553;484;;0.75
27553;524;;0.75
27553;525;;1
27553;552;;2000
27553;556;;5000
27553;564;;42
27553;604;86;
27553;620;;400
27553;676;;5000
27553;677;;120000
27553;691;60000;
27553;771;;5
27553;786;1;
27553;872;1;
27553;1165;5000;
27553;1167;1;
27553;1692;;4
27553;1768;;11320
27554;9;100000;
27554;30;243000;
27554;50;0;
27554;51;8440;
27554;54;21000;
27554;56;;1
27554;64;;50
27554;109;;1
27554;110;;1
27554;111;;1
27554;113;;1
27554;128;4;
27554;136;;1
27554;154;90000;
27554;156;;0.001
27554;158;;85500
27554;160;;0.006171429
27554;182;11584;
27554;192;1;
27554;208;;200
27554;209;;200
27554;210;;200
27554;211;;200
27554;245;;20452
27554;263;;150000
27554;265;2250000;
27554;277;1;
27554;416;21000;
27554;466;;0.5
27554;475;7500;
27554;476;30000;
27554;479;;10000000
27554;484;;0.75
27554;524;;0.75
27554;525;;1
27554;552;;2000
27554;556;;5000
27554;564;;38
27554;604;83;
27554;620;;400
27554;676;;5000
27554;677;;120000
27554;691;60000;
27554;771;;10000
27554;872;1;
27554;1165;5000;
27554;1167;1;
27554;1692;;4
27554;1768;;11318
27556;9;100000;
27556;30;216000;
27556;50;0;
27556;51;8440;
27556;54;21000;
27556;56;;1
27556;64;;55
27556;109;;1
27556;110;;1
27556;111;;1
27556;113;;1
27556;128;4;
27556;136;;1
27556;154;90000;
27556;156;;0.001
27556;158;;85500
27556;160;;0.006171429
27556;182;11584;
27556;192;1;
27556;208;;200
27556;209;;200
27556;210;;200
27556;211;;200
27556;245;;20452
27556;263;;200000
27556;265;3000000;
27556;277;1;
27556;416;21000;
27556;466;;0.5
27556;475;7500;
27556;476;30000;
27556;479;;10000000
27556;484;;0.75
27556;524;;0.75
27556;525;;1
27556;552;;2000
27556;556;;5000
27556;564;;42
27556;604;83;
27556;620;;400
27556;676;;5000
27556;677;;120000
27556;691;60000;
27556;771;;10000
27556;872;1;
27556;1165;5000;
27556;1167;1;
27556;1692;;4
27556;1768;;11318
27557;9;100000;
27557;30;364500;
27557;50;0;
27557;51;28690;
27557;54;300000;
27557;56;;1
27557;64;;89
27557;109;;1
27557;110;;1
27557;111;;1
27557;113;;1
27557;128;4;
27557;136;;1
27557;154;330000;
27557;156;;0.001
27557;158;;327000
27557;160;;0.0012
27557;182;11584;
27557;192;1;
27557;208;;200
27557;209;;200
27557;210;;200
27557;211;;200
27557;245;;20454
27557;263;;150000
27557;265;2250000;
27557;277;1;
27557;416;249000;
27557;466;;0.5
27557;475;7500;
27557;476;30000;
27557;479;;10000000
27557;484;;0.75
27557;524;;0.75
27557;525;;1
27557;552;;2000
27557;556;;5000
27557;564;;38
27557;604;83;
27557;620;;400
27557;676;;5000
27557;677;;120000
27557;691;60000;
27557;771;;10000
27557;872;1;
27557;1165;5000;
27557;1167;1;
27557;1692;;4
27557;1768;;11318
27559;9;100000;
27559;30;324000;
27559;50;0;
27559;51;28690;
27559;54;300000;
27559;56;;1
27559;64;;97
27559;109;;1
27559;110;;1
27559;111;;1
27559;113;;1
27559;128;4;
27559;136;;1
27559;154;330000;
27559;156;;0.001
27559;158;;327000
27559;160;;0.0012
27559;182;11584;
27559;192;1;
27559;208;;200
27559;209;;200
27559;210;;200
27559;211;;200
27559;245;;20454
27559;263;;200000
27559;265;3000000;
27559;277;1;
27559;416;249000;
27559;466;;0.5
27559;475;7500;
27559;476;30000;
27559;479;;10000000
27559;484;;0.75
27559;524;;0.75
27559;525;;1
27559;552;;2000
27559;556;;5000
27559;564;;42
27559;604;83;
27559;620;;400
27559;676;;5000
27559;677;;120000
27559;691;60000;
27559;771;;10000
27559;872;1;
27559;1165;5000;
27559;1167;1;
27559;1692;;4
27559;1768;;11318
27560;9;100000;
27560;30;144000;
27560;50;160;
27560;109;;1
27560;110;;1
27560;111;;1
27560;113;;1
27560;136;;1
27560;154;350000;
27560;156;;0.001
27560;182;11584;
27560;192;1;
27560;208;;200
27560;209;;200
27560;210;;200
27560;211;;200
27560;212;;2.75
27560;263;;150000
27560;265;2250000;
27560;277;1;
27560;416;175000;
27560;466;;0.5
27560;475;7500;
27560;476;30000;
27560;479;;10000000
27560;484;;0.75
27560;506;;24000
27560;524;;0.75
27560;525;;1
27560;552;;2000
27560;556;;5000
27560;564;;38
27560;604;476;
27560;645;;3
27560;646;;4
27560;676;;5000
27560;677;;120000
27560;691;60000;
27560;771;;10000
27560;858;;1
27560;859;;1.5
27560;872;1;
27560;1165;5000;
27560;1167;1;
27560;1692;;4
27562;9;100000;
27562;30;136000;
27562;50;160;
27562;109;;1
27562;110;;1
27562;111;;1
27562;113;;1
27562;136;;1
27562;154;350000;
27562;156;;0.001
27562;182;11584;
27562;192;1;
27562;208;;200
27562;209;;200
27562;210;;200
27562;211;;200
27562;212;;3
27562;263;;200000
27562;265;3000000;
27562;277;1;
27562;416;175000;
27562;466;;0.5
27562;475;7500;
27562;476;30000;
27562;479;;10000000
27562;484;;0.75
27562;506;;24000
27562;524;;0.75
27562;525;;1
27562;552;;2000
27562;556;;5000
27562;564;;42
27562;604;476;
27562;645;;3
27562;646;;4
27562;676;;5000
27562;677;;120000
27562;691;60000;
27562;771;;10000
27562;858;;1
27562;859;;1.5
27562;872;1;
27562;1165;5000;
27562;1167;1;
27562;1692;;4
27563;9;100000;
27563;30;90000;
27563;50;50;
27563;73;;10000
27563;103;150000;
27563;105;4;
27563;109;;1
27563;110;;1
27563;111;;1
27563;113;;1
27563;136;;1
27563;154;300000;
27563;156;;0.001
27563;182;11584;
27563;192;1;
27563;208;;200
27563;209;;200
27563;210;;200
27563;211;;200
27563;263;;150000
27563;265;2250000;
27563;277;1;
27563;416;250000;
27563;466;;0.5
27563;475;7500;
27563;476;30000;
27563;479;;10000000
27563;484;;0.75
27563;504;;1
27563;505;;15000
27563;524;;0.75
27563;525;;1
27563;552;;2000
27563;556;;5000
27563;564;;33
27563;676;;5000
27563;677;;120000
27563;691;30000;
27563;872;1;
27563;1165;5000;
27563;1167;1;
27563;1692;;4
27565;9;100000;
27565;30;80000;
27565;50;50;
27565;73;;10000
27565;103;150000;
27565;105;5;
27565;109;;1
27565;110;;1
27565;111;;1
27565;113;;1
27565;136;;1
27565;154;300000;
27565;156;;0.001
27565;182;11584;
27565;192;1;
27565;208;;200
27565;209;;200
27565;210;;200
27565;211;;200
27565;263;;200000
27565;265;3000000;
27565;277;1;
27565;416;250000;
27565;466;;0.5
27565;475;7500;
27565;476;30000;
27565;479;;10000000
27565;484;;0.75
27565;504;;1
27565;505;;25000
27565;524;;0.75
27565;525;;1
27565;552;;2000
27565;556;;5000
27565;564;;36
27565;676;;5000
27565;677;;120000
27565;691;30000;
27565;872;1;
27565;1165;5000;
27565;1167;1;
27565;1692;;4
27567;9;100000;
27567;30;25000;
27567;50;25;
27567;73;;10000
27567;103;82500;
27567;105;6;
27567;109;;1
27567;110;;1
27567;111;;1
27567;113;;1
27567;136;;1
27567;154;100000;
27567;156;;0.001
27567;182;11584;
27567;192;1;
27567;208;;200
27567;209;;200
27567;210;;200
27567;211;;200
27567;263;;150000
27567;265;2250000;
27567;277;1;
27567;416;75000;
27567;466;;0.5
27567;475;7500;
27567;476;30000;
27567;479;;10000000
27567;484;;0.75
27567;504;;1
27567;505;;11000
27567;524;;0.75
27567;525;;1
27567;552;;2000
27567;556;;5000
27567;564;;33
27567;676;;5000
27567;677;;120000
27567;691;30000;
27567;872;1;
27567;1165;5000;
27567;1167;1;
27567;1692;;4
27569;9;100000;
27569;30;25000;
27569;50;25;
27569;73;;10000
27569;103;97500;
27569;105;6;
27569;109;;1
27569;110;;1
27569;111;;1
27569;113;;1
27569;136;;1
27569;154;100000;
27569;156;;0.001
27569;182;11584;
27569;192;1;
27569;208;;200
27569;209;;200
27569;210;;200
27569;211;;200
27569;263;;200000
27569;265;3000000;
27569;277;1;
27569;416;75000;
27569;466;;0.5
27569;475;7500;
27569;476;30000;
27569;479;;10000000
27569;484;;0.75
27569;504;;1
27569;505;;13000
27569;524;;0.75
27569;525;;1
27569;552;;2000
27569;556;;5000
27569;564;;36
27569;676;;5000
27569;677;;120000
27569;691;30000;
27569;872;1;
27569;1165;5000;
27569;1167;1;
27569;1692;;4
27570;9;100000;
27570;20;;-82.5
27570;30;45000;
27570;50;25;
27570;54;150000;
27570;73;;10000
27570;109;;1
27570;110;;1
27570;111;;1
27570;113;;1
27570;136;;1
27570;154;300000;
27570;156;;0.001
27570;182;11584;
27570;192;1;
27570;208;;200
27570;209;;200
27570;210;;200
27570;211;;200
27570;263;;150000
27570;265;2250000;
27570;277;1;
27570;416;250000;
27570;466;;0.5
27570;475;7500;
27570;476;30000;
27570;479;;10000000
27570;484;;0.75
27570;524;;0.75
27570;525;;1
27570;552;;2000
27570;556;;5000
27570;564;;33
27570;676;;5000
27570;677;;120000
27570;691;30000;
27570;872;1;
27570;1165;5000;
27570;1167;1;
27570;1692;;4
27573;9;100000;
27573;20;;-97.5
27573;30;40000;
27573;50;25;
27573;54;150000;
27573;73;;10000
27573;109;;1
27573;110;;1
27573;111;;1
27573;113;;1
27573;136;;1
27573;154;300000;
27573;156;;0.001
27573;182;11584;
27573;192;1;
27573;208;;200
27573;209;;200
27573;210;;200
27573;211;;200
27573;263;;200000
27573;265;3000000;
27573;277;1;
27573;416;250000;
27573;466;;0.5
27573;475;7500;
27573;476;30000;
27573;479;;10000000
27573;484;;0.75
27573;524;;0.75
27573;525;;1
27573;552;;2000
27573;556;;5000
27573;564;;36
27573;676;;5000
27573;677;;120000
27573;691;30000;
27573;872;1;
27573;1165;5000;
27573;1167;1;
27573;1692;;4
27574;9;100000;
27574;30;22500;
27574;50;50;
27574;54;200000;
27574;73;;7500
27574;109;;1
27574;110;;1
27574;111;;1
27574;113;;1
27574;136;;1
27574;154;300000;
27574;156;;0.001
27574;158;;100000
27574;182;11584;
27574;192;1;
27574;208;;200
27574;209;;200
27574;210;;200
27574;211;;200
27574;238;;17
27574;239;;17
27574;240;;51
27574;241;;17
27574;263;;150000
27574;265;2250000;
27574;277;3;
27574;416;200000;
27574;466;;0.5
27574;475;7500;
27574;476;30000;
27574;479;;10000000
27574;484;;0.75
27574;524;;0.75
27574;525;;1
27574;552;;2000
27574;556;;5000
27574;564;;55
27574;676;;5000
27574;677;;120000
27574;691;30000;
27574;831;0;
27574;872;1;
27574;1165;5000;
27574;1167;1;
27574;1692;;4
27576;9;100000;
27576;30;20000;
27576;50;50;
27576;54;200000;
27576;73;;7500
27576;109;;1
27576;110;;1
27576;111;;1
27576;113;;1
27576;136;;1
27576;154;300000;
27576;156;;0.001
27576;158;;100000
27576;182;11584;
27576;192;1;
27576;208;;200
27576;209;;200
27576;210;;200
27576;211;;200
27576;238;;25
27576;239;;25
27576;240;;76
27576;241;;25
27576;263;;200000
27576;265;3000000;
27576;277;3;
27576;416;200000;
27576;466;;0.5
27576;475;7500;
27576;476;30000;
27576;479;;20000000
27576;484;;0.75
27576;524;;0.75
27576;525;;1
27576;552;;2000
27576;556;;5000
27576;564;;60
27576;676;;5000
27576;677;;120000
27576;691;30000;
27576;831;0;
27576;872;1;
27576;1165;5000;
27576;1167;1;
27576;1692;;4
27577;9;100000;
27577;30;22500;
27577;50;50;
27577;54;200000;
27577;73;;7500
27577;109;;1
27577;110;;1
27577;111;;1
27577;113;;1
27577;136;;1
27577;154;300000;
27577;156;;0.001
27577;158;;100000
27577;182;11584;
27577;192;1;
27577;208;;200
27577;209;;200
27577;210;;200
27577;211;;200
27577;238;;17
27577;239;;51
27577;240;;17
27577;241;;17
27577;263;;150000
27577;265;2250000;
27577;277;3;
27577;416;200000;
27577;466;;0.5
27577;475;7500;
27577;476;30000;
27577;479;;10000000
27577;484;;0.75
27577;524;;0.75
27577;525;;1
27577;552;;2000
27577;556;;5000
27577;564;;55
27577;676;;5000
27577;677;;120000
27577;691;30000;
27577;831;0;
27577;872;1;
27577;1165;5000;
27577;1167;1;
27577;1692;;4
27579;9;100000;
27579;30;20000;
27579;50;50;
27579;54;200000;
27579;73;;7500
27579;109;;1
27579;110;;1
27579;111;;1
27579;113;;1
27579;136;;1
27579;154;300000;
27579;156;;0.001
27579;158;;100000
27579;182;11584;
27579;192;1;
27579;208;;200
27579;209;;200
27579;210;;200
27579;211;;200
27579;238;;25
27579;239;;76
27579;240;;25
27579;241;;25
27579;263;;200000
27579;265;3000000;
27579;277;3;
27579;416;200000;
27579;466;;0.5
27579;475;7500;
27579;476;30000;
27579;479;;20000000
27579;484;;0.75
27579;524;;0.75
27579;525;;1
27579;552;;2000
27579;556;;5000
27579;564;;60
27579;676;;5000
27579;677;;120000
27579;691;30000;
27579;831;0;
27579;872;1;
27579;1165;5000;
27579;1167;1;
27579;1692;;4
27580;9;100000;
27580;30;22500;
27580;50;50;
27580;54;200000;
27580;73;;7500
27580;109;;1
27580;110;;1
27580;111;;1
27580;113;;1
27580;136;;1
27580;154;300000;
27580;156;;0.001
27580;158;;100000
27580;182;11584;
27580;192;1;
27580;208;;200
27580;209;;200
27580;210;;200
27580;211;;200
27580;238;;51
27580;239;;17
27580;240;;17
27580;241;;17
27580;263;;150000
27580;265;2250000;
27580;277;3;
27580;416;200000;
27580;466;;0.5
27580;475;7500;
27580;476;30000;
27580;479;;10000000
27580;484;;0.75
27580;524;;0.75
27580;525;;1
27580;552;;2000
27580;556;;5000
27580;564;;55
27580;676;;5000
27580;677;;120000
27580;691;30000;
27580;831;0;
27580;872;1;
27580;1165;5000;
27580;1167;1;
27580;1692;;4
27582;9;100000;
27582;30;20000;
27582;50;50;
27582;54;200000;
27582;73;;7500
27582;109;;1
27582;110;;1
27582;111;;1
27582;113;;1
27582;136;;1
27582;154;300000;
27582;156;;0.001
27582;158;;100000
27582;182;11584;
27582;192;1;
27582;208;;200
27582;209;;200
27582;210;;200
27582;211;;200
27582;238;;76
27582;239;;25
27582;240;;25
27582;241;;25
27582;263;;200000
27582;265;3000000;
27582;277;3;
27582;416;200000;
27582;466;;0.5
27582;475;7500;
27582;476;30000;
27582;479;;20000000
27582;484;;0.75
27582;524;;0.75
27582;525;;1
27582;552;;2000
27582;556;;5000
27582;564;;60
27582;676;;5000
27582;677;;120000
27582;691;30000;
27582;831;0;
27582;872;1;
27582;1165;5000;
27582;1167;1;
27582;1692;;4
27583;9;100000;
27583;30;22500;
27583;50;50;
27583;54;200000;
27583;73;;7500
27583;109;;1
27583;110;;1
27583;111;;1
27583;113;;1
27583;136;;1
27583;154;300000;
27583;156;;0.001
27583;158;;100000
27583;182;11584;
27583;192;1;
27583;208;;200
27583;209;;200
27583;210;;200
27583;211;;200
27583;238;;17
27583;239;;17
27583;240;;17
27583;241;;51
27583;263;;150000
27583;265;2250000;
27583;277;3;
27583;416;200000;
27583;466;;0.5
27583;475;7500;
27583;476;30000;
27583;479;;10000000
27583;484;;0.75
27583;524;;0.75
27583;525;;1
27583;552;;2000
27583;556;;5000
27583;564;;55
27583;676;;5000
27583;677;;120000
27583;691;30000;
27583;831;0;
27583;872;1;
27583;1165;5000;
27583;1167;1;
27583;1692;;4
27585;9;100000;
27585;30;20000;
27585;50;50;
27585;54;200000;
27585;73;;7500
27585;109;;1
27585;110;;1
27585;111;;1
27585;113;;1
27585;136;;1
27585;154;300000;
27585;156;;0.001
27585;158;;100000
27585;182;11584;
27585;192;1;
27585;208;;200
27585;209;;200
27585;210;;200
27585;211;;200
27585;238;;25
27585;239;;25
27585;240;;25
27585;241;;76
27585;263;;200000
27585;265;3000000;
27585;277;3;
27585;416;200000;
27585;466;;0.5
27585;475;7500;
27585;476;30000;
27585;479;;20000000
27585;484;;0.75
27585;524;;0.75
27585;525;;1
27585;552;;2000
27585;556;;5000
27585;564;;60
27585;676;;5000
27585;677;;120000
27585;691;30000;
27585;831;0;
27585;872;1;
27585;1165;5000;
27585;1167;1;
27585;1692;;4
27589;9;4000000;
27589;11;2500000;
27589;48;2750;
27589;136;;1
27589;154;250000;
27589;208;;400
27589;209;;400
27589;210;;400
27589;211;;400
27589;263;;22000000
27589;264;;0
27589;265;5500000;
27589;266;0;
27589;271;;1
27589;272;;0.5
27589;273;;0.75
27589;274;;1
27589;473;250000;
27589;479;;200000000
27589;484;;0.75
27589;524;;0.75
27589;525;;1
27589;552;;4000
27589;556;810000;
27589;650;41215;
27589;676;;1620000
27589;677;810000;
27589;680;21215;
27589;711;100000;
27589;722;3600000;
27589;728;;25
27589;750;;50
27589;757;;50
27589;872;;1
27589;974;;0.01
27589;975;;0.01
27589;976;;0.01
27589;977;;0.01
27589;1031;2;
27589;1214;;15000
27589;1233;;25000
27589;1692;;4
27591;9;4000000;
27591;11;2500000;
27591;48;2750;
27591;136;;1
27591;154;250000;
27591;208;;400
27591;209;;400
27591;210;;400
27591;211;;400
27591;263;;24000000
27591;264;;0
27591;265;6000000;
27591;266;0;
27591;271;;1
27591;272;;0.5
27591;273;;0.75
27591;274;;1
27591;473;250000;
27591;479;;200000000
27591;484;;0.75
27591;524;;0.75
27591;525;;1
27591;552;;4000
27591;556;720000;
27591;650;41215;
27591;676;;1440000
27591;677;720000;
27591;680;21215;
27591;711;100000;
27591;722;3600000;
27591;728;;25
27591;750;;50
27591;757;;50
27591;872;;1
27591;974;;0.01
27591;975;;0.01
27591;976;;0.01
27591;977;;0.01
27591;1031;2;
27591;1214;;15000
27591;1233;;25000
27591;1692;;4
27592;9;2000000;
27592;11;1250000;
27592;48;1375;
27592;136;;1
27592;154;250000;
27592;208;;200
27592;209;;200
27592;210;;200
27592;211;;200
27592;263;;11000000
27592;264;;0
27592;265;2750000;
27592;266;0;
27592;271;;1
27592;272;;0.5
27592;273;;0.75
27592;274;;1
27592;473;250000;
27592;479;;200000000
27592;484;;0.75
27592;524;;0.75
27592;525;;1
27592;552;;2000
27592;556;405000;
27592;650;35000;
27592;676;;810000
27592;677;405000;
27592;680;15000;
27592;711;100000;
27592;722;3600000;
27592;728;;25
27592;750;;50
27592;757;;50
27592;872;;1
27592;974;;0.01
27592;975;;0.01
27592;976;;0.01
27592;977;;0.01
27592;1031;1;
27592;1214;;15000
27592;1233;;12500
27592;1692;;4
27594;9;2000000;
27594;11;1250000;
27594;48;1375;
27594;136;;1
27594;154;250000;
27594;208;;200
27594;209;;200
27594;210;;200
27594;211;;200
27594;263;;12000000
27594;264;;0
27594;265;3000000;
27594;266;0;
27594;271;;1
27594;272;;0.5
27594;273;;0.75
27594;274;;1
27594;473;250000;
27594;479;;200000000
27594;484;;0.75
27594;524;;0.75
27594;525;;1
27594;552;;2000
27594;556;360000;
27594;650;35000;
27594;676;;720000
27594;677;360000;
27594;680;15000;
27594;711;100000;
27594;722;3600000;
27594;728;;25
27594;750;;50
27594;757;;50
27594;872;;1
27594;974;;0.01
27594;975;;0.01
27594;976;;0.01
27594;977;;0.01
27594;1031;1;
27594;1214;;15000
27594;1233;;12500
27594;1692;;4
27595;9;2000000;
27595;11;1375000;
27595;48;3750;
27595;136;;1
27595;154;250000;
27595;208;;400
27595;209;;400
27595;210;;400
27595;211;;400
27595;263;;27500000
27595;264;;0
27595;265;2200000;
27595;266;0;
27595;271;;1
27595;272;;1
27595;273;;0.75
27595;274;;0.5
27595;473;250000;
27595;479;;200000000
27595;484;;0.75
27595;524;;0.75
27595;525;;1
27595;552;;4000
27595;556;810000;
27595;650;41215;
27595;676;;1620000
27595;677;810000;
27595;680;21215;
27595;711;100000;
27595;722;3600000;
27595;755;;-25
27595;770;;-75
27595;792;;50
27595;872;;1
27595;974;;0.01
27595;975;;0.01
27595;976;;0.01
27595;977;;0.01
27595;1031;2;
27595;1214;;15000
27595;1233;;25000
27595;1692;;4
27597;9;2000000;
27597;11;1375000;
27597;48;3750;
27597;136;;1
27597;154;250000;
27597;208;;400
27597;209;;400
27597;210;;400
27597;211;;400
27597;263;;30000000
27597;264;;0
27597;265;2400000;
27597;266;0;
27597;271;;1
27597;272;;1
27597;273;;0.75
27597;274;;0.5
27597;473;250000;
27597;479;;200000000
27597;484;;0.75
27597;524;;0.75
27597;525;;1
27597;552;;4000
27597;556;720000;
27597;650;41215;
27597;676;;1440000
27597;677;720000;
27597;680;21215;
27597;711;100000;
27597;722;3600000;
27597;755;;-25
27597;770;;-75
27597;792;;50
27597;872;;1
27597;974;;0.01
27597;975;;0.01
27597;976;;0.01
27597;977;;0.01
27597;1031;2;
27597;1214;;15000
27597;1233;;25000
27597;1692;;4
27598;9;1000000;
27598;11;687500;
27598;48;1875;
27598;136;;1
27598;154;250000;
27598;208;;200
27598;209;;200
27598;210;;200
27598;211;;200
27598;263;;13750000
27598;264;;0
27598;265;1100000;
27598;266;0;
27598;271;;1
27598;272;;1
27598;273;;0.75
27598;274;;0.5
27598;473;250000;
27598;479;;200000000
27598;484;;0.75
27598;524;;0.75
27598;525;;1
27598;552;;2000
27598;556;405000;
27598;650;35000;
27598;676;;810000
27598;677;405000;
27598;680;15000;
27598;711;100000;
27598;722;3600000;
27598;755;;-25
27598;770;;-75
27598;792;;50
27598;872;;1
27598;974;;0.01
27598;975;;0.01
27598;976;;0.01
27598;977;;0.01
27598;1031;1;
27598;1214;;15000
27598;1233;;12500
27598;1692;;4
27600;9;1000000;
27600;11;687500;
27600;48;1875;
27600;136;;1
27600;154;250000;
27600;208;;200
27600;209;;200
27600;210;;200
27600;211;;200
27600;263;;15000000
27600;264;;0
27600;265;1200000;
27600;266;0;
27600;271;;1
27600;272;;1
27600;273;;0.75
27600;274;;0.5
27600;473;250000;
27600;479;;200000000
27600;484;;0.75
27600;524;;0.75
27600;525;;1
27600;552;;2000
27600;556;360000;
27600;650;35000;
27600;676;;720000
27600;677;360000;
27600;680;15000;
27600;711;100000;
27600;722;3600000;
27600;755;;-25
27600;770;;-75
27600;792;;50
27600;872;;1
27600;974;;0.01
27600;975;;0.01
27600;976;;0.01
27600;977;;0.01
27600;1031;1;
27600;1214;;15000
27600;1233;;12500
27600;1692;;4
27601;9;5000000;
27601;11;1875000;
27601;48;3375;
27601;136;;1
27601;154;250000;
27601;208;;400
27601;209;;400
27601;210;;400
27601;211;;400
27601;263;;19250000
27601;264;;0
27601;265;4400000;
27601;266;0;
27601;271;;1
27601;272;;1
27601;273;;0.5
27601;274;;0.75
27601;473;250000;
27601;479;;200000000
27601;484;;0.75
27601;524;;0.75
27601;525;;1
27601;552;;4000
27601;556;810000;
27601;650;41215;
27601;676;;1620000
27601;677;810000;
27601;680;21215;
27601;711;100000;
27601;722;3600000;
27601;757;;100
27601;766;;25
27601;872;;1
27601;974;;0.01
27601;975;;0.01
27601;976;;0.01
27601;977;;0.01
27601;1031;2;
27601;1214;;15000
27601;1233;;25000
27601;1692;;4
27603;9;5000000;
27603;11;1875000;
27603;48;3375;
27603;136;;1
27603;154;250000;
27603;208;;400
27603;209;;400
27603;210;;400
27603;211;;400
27603;263;;21000000
27603;264;;0
27603;265;4800000;
27603;266;0;
27603;271;;1
27603;272;;1
27603;273;;0.5
27603;274;;0.75
27603;473;250000;
27603;479;;200000000
27603;484;;0.75
27603;524;;0.75
27603;525;;1
27603;552;;4000
27603;556;720000;
27603;650;41215;
27603;676;;1440000
27603;677;720000;
27603;680;21215;
27603;711;100000;
27603;722;3600000;
27603;757;;100
27603;766;;25
27603;872;;1
27603;974;;0.01
27603;975;;0.01
27603;976;;0.01
27603;977;;0.01
27603;1031;2;
27603;1214;;15000
27603;1233;;25000
27603;1692;;4
27604;9;2500000;
27604;11;937500;
27604;48;1688;
27604;136;;1
27604;154;250000;
27604;208;;200
27604;209;;200
27604;210;;200
27604;211;;200
27604;263;;9625000
27604;264;;0
27604;265;2200000;
27604;266;0;
27604;271;;1
27604;272;;1
27604;273;;0.5
27604;274;;0.75
27604;473;250000;
27604;479;;200000000
27604;484;;0.75
27604;524;;0.75
27604;525;;1
27604;552;;2000
27604;556;405000;
27604;650;35000;
27604;676;;810000
27604;677;405000;
27604;680;15000;
27604;711;100000;
27604;722;3600000;
27604;757;;100
27604;766;;25
27604;872;;1
27604;974;;0.01
27604;975;;0.01
27604;976;;0.01
27604;977;;0.01
27604;1031;1;
27604;1214;;15000
27604;1233;;12500
27604;1692;;4
27606;9;2500000;
27606;11;937500;
27606;48;1688;
27606;136;;1
27606;154;250000;
27606;208;;200
27606;209;;200
27606;210;;200
27606;211;;200
27606;263;;10500000
27606;264;;0
27606;265;2400000;
27606;266;0;
27606;271;;1
27606;272;;1
27606;273;;0.5
27606;274;;0.75
27606;473;250000;
27606;479;;200000000
27606;484;;0.75
27606;524;;0.75
27606;525;;1
27606;552;;2000
27606;556;360000;
27606;650;35000;
27606;676;;720000
27606;677;360000;
27606;680;15000;
27606;711;100000;
27606;722;3600000;
27606;757;;100
27606;766;;25
27606;872;;1
27606;974;;0.01
27606;975;;0.01
27606;976;;0.01
27606;977;;0.01
27606;1031;1;
27606;1214;;15000
27606;1233;;12500
27606;1692;;4
27607;9;3000000;
27607;11;2187500;
27607;48;3000;
27607;136;;1
27607;154;250000;
27607;208;;400
27607;209;;400
27607;210;;400
27607;211;;400
27607;263;;24750000
27607;264;;0
27607;265;3300000;
27607;266;0;
27607;271;;0.5
27607;272;;1
27607;273;;1
27607;274;;0.75
27607;473;250000;
27607;479;;200000000
27607;484;;0.75
27607;524;;0.75
27607;525;;1
27607;552;;4000
27607;556;810000;
27607;650;41215;
27607;676;;1620000
27607;677;810000;
27607;680;21215;
27607;711;100000;
27607;722;3600000;
27607;752;;50
27607;753;;50
27607;754;;-25
27607;872;;1
27607;974;;0.01
27607;975;;0.01
27607;976;;0.01
27607;977;;0.01
27607;1031;2;
27607;1214;;15000
27607;1233;;25000
27607;1692;;4
27609;9;3000000;
27609;11;2187500;
27609;48;3000;
27609;136;;1
27609;154;250000;
27609;208;;400
27609;209;;400
27609;210;;400
27609;211;;400
27609;263;;27000000
27609;264;;0
27609;265;3600000;
27609;266;0;
27609;271;;0.5
27609;272;;1
27609;273;;1
27609;274;;0.75
27609;473;250000;
27609;479;;200000000
27609;484;;0.75
27609;524;;0.75
